embedding_x,embedding_y
12.586044,-7.398873
2.7876167,0.9613536
6.8664637,-9.503032
11.381648,-6.6590376
3.010583,24.236874
2.4393616,1.0271183
2.221837,1.3080379
10.457932,17.703697
10.893374,-7.9143553
-4.0781617,12.27088
-6.770615,-0.9507321
10.592661,5.214492
24.056662,6.0742226
12.376098,-7.6374316
5.6717367,16.144728
9.889126,14.846043
4.651834,2.1668463
5.9577346,16.161406
24.050943,6.07048
9.174446,-2.2077887
11.147793,-6.889953
-7.3874793,3.3240273
9.038688,-2.1131318
10.400474,-5.2957506
12.406861,-7.6035643
-7.0095506,-1.2037585
4.205925,2.2235987
4.249526,2.1395316
-7.4467416,4.5303836
18.636,15.692375
6.135526,25.617937
10.310359,-4.8539624
22.310646,5.0704026
0.048130747,4.8267994
15.477095,-0.8512278
6.364266,15.5694685
5.625382,16.084127
5.9003344,16.179234
2.6298301,0.6081194
11.294406,-6.9158726
4.6322227,2.1303189
3.3239152,-13.7873
24.047646,6.063668
11.06757,27.571693
10.139252,15.215279
-4.6906724,-4.437469
11.420296,-5.61894
4.578888,-9.747489
-10.007094,9.45992
4.9572816,-9.730572
7.237708,1.439369
10.289431,-4.8214016
11.227346,-5.462527
15.530604,-0.97194755
-11.831215,12.087941
12.64307,15.678122
-5.799632,3.9730585
9.722856,-7.0945134
10.128695,27.323376
9.027459,-7.7911744
11.217284,-8.718568
10.885524,-6.7112727
23.322176,2.9671874
-9.76945,10.402375
2.995934,0.039815117
4.0586653,-9.898978
-9.088153,11.761892
10.2833185,-5.1349998
7.1891108,-10.061444
10.051996,22.444883
2.9703197,24.17945
4.5545053,-9.757653
-9.331592,11.636466
23.638937,5.249564
10.943325,18.27923
2.954888,24.155325
24.032267,6.0447583
2.7992296,0.32235673
3.0109763,24.23679
23.206234,0.3947435
6.264792,-8.31609
22.81573,0.2329848
11.226761,-6.8486156
10.942581,18.279333
10.560987,-5.0209827
8.458376,22.551355
23.385954,0.27716047
15.264054,-0.8229331
10.140087,-5.46643
9.705529,22.375347
18.165688,14.8142805
1.3271253,21.99518
7.541739,14.603941
-6.022707,-0.0876682
10.412082,-7.683887
-2.7221787,10.810472
-9.274773,11.656137
2.6787398,0.48090848
4.6199317,-9.739113
16.036814,-0.9047099
18.456226,14.085443
1.8979361,3.4418674
0.37091485,8.132145
1.225735,9.173383
10.628782,1.3896384
14.70241,23.660484
16.024445,-0.91982925
7.3484626,-9.68396
14.702359,23.660269
17.605953,5.605716
10.467911,17.720467
10.947643,18.284525
4.187274,-9.86255
-0.65093356,0.15351075
-10.051633,9.395236
-1.0806581,-0.08731387
12.375992,-7.664118
6.5743294,1.5384369
6.4831347,1.5614458
10.047998,22.472961
4.0850306,-9.893426
4.042547,-9.907475
10.502634,-4.9009314
12.633996,15.674058
6.720328,1.2801121
8.086068,-9.171565
11.492867,-9.151375
7.907266,-9.1990595
8.395913,22.320524
10.644733,1.379122
11.131871,-6.799309
11.834565,-7.384533
-10.022004,9.435202
2.4907942,1.4446123
7.409559,-10.036531
22.513746,6.3050723
9.607897,14.09899
4.075725,-9.898871
-6.9813986,-1.1747807
11.440961,-6.5524116
11.573484,10.102256
10.589933,2.3000429
6.368601,15.569652
9.321515,-2.5798333
4.9913464,1.5556895
4.4379373,-9.876372
10.904097,4.685647
6.848959,-8.685388
3.3463287,-0.06964067
10.806025,-8.374534
4.107778,-9.891816
6.7840433,-9.592048
-0.69734937,0.12396993
11.1071,-7.0731444
6.697825,-8.586888
10.509839,-4.9358125
6.800384,-9.5182495
3.324096,-13.787143
7.2667003,-10.156459
6.8797445,-9.165903
9.15054,-7.69312
3.1184092,0.731306
7.2742467,-10.186819
6.5215816,-7.2244744
6.6751904,-7.5547657
0.98997945,17.764128
4.566543,-9.8001795
-4.755253,4.568782
-4.18859,10.879164
14.618799,-0.773485
2.232052,1.612045
6.883429,-9.683775
-6.996225,-1.1899225
17.974766,14.590604
10.911787,4.675616
6.6489577,1.2606443
4.186091,2.2230313
-0.09068281,20.918396
11.44936,-6.5449114
8.045918,-9.163363
6.5493383,-7.1694713
11.309826,-6.8566
24.056286,6.0762672
6.839791,-7.794872
10.505355,-5.2699833
1.2386494,9.194161
13.570585,0.13763061
16.135874,-0.797912
9.020191,-7.7991295
7.188908,-10.08275
6.9688034,1.2398152
6.4021897,1.5018078
-2.7213674,18.990873
10.371038,27.158533
6.927181,-9.55058
-1.8479482,25.199215
10.855833,-7.848461
11.406921,-6.609902
-9.742285,11.40772
8.15855,-9.097571
6.5570245,-7.1492634
6.7649145,-9.615351
-8.945018,11.857254
2.4237292,1.0575761
3.1083229,0.06949985
9.502428,-1.7608364
6.8699536,-7.9242682
4.585888,-9.729788
-1.105776,-0.006293657
9.781406,-7.031863
24.057205,6.076746
9.830996,-2.5735893
14.702409,23.660341
6.3125334,-7.3561783
10.335361,-4.8926287
22.357931,0.8482364
6.57316,-7.144966
4.6586027,2.1406107
9.033105,-7.787635
14.702276,23.660467
11.079608,27.589382
11.03999,16.67543
3.338428,-13.773011
4.5664396,-9.842367
10.905704,18.236351
7.341893,-9.666738
9.499998,-1.7667011
7.336724,-9.711846
10.114077,27.360676
3.1005476,-0.14097284
2.8171089,1.152767
18.632578,15.696567
18.624136,15.701988
21.658808,7.59272
-4.6911244,-4.425681
10.976535,-6.7581477
14.702327,23.66047
11.574485,10.12179
2.2051415,0.87653106
1.4936212,22.016521
-2.6889236,19.019093
4.5777125,-9.801119
4.2322145,2.2166944
23.583532,5.25869
6.317033,1.7833538
11.057599,-7.476899
21.898195,2.7657146
-9.736749,11.360257
-7.3850636,3.3222494
4.616978,-9.760679
9.610353,-1.7965754
3.2859569,0.03711664
10.128692,-5.4920287
18.4106,15.795068
11.060594,-6.797073
-1.2189404,-0.08507147
14.702322,23.660477
11.355306,-8.980798
4.903366,-9.742877
8.223106,-9.033617
0.40980738,6.342339
2.3095734,1.1387304
8.818534,22.558664
6.247012,-7.3539176
5.853163,1.2953149
15.963912,-0.92791224
4.7233577,2.2552621
11.353102,-6.9148126
22.517536,6.306184
7.2353806,-10.160683
6.191903,-8.481718
10.1382,-5.5394607
10.898927,-7.9240623
9.50012,-1.7675868
9.591287,14.083881
10.80093,-7.8005013
8.072278,-9.1463375
8.339563,22.141418
3.1564035,-0.23146178
-0.5624951,0.21571323
15.475801,-0.9619132
9.038013,-7.7838235
10.376831,22.819975
17.604795,5.6089997
18.758083,14.903796
23.313328,2.9705565
10.4695425,-4.8873453
8.874069,22.530893
10.840236,4.749417
11.497323,-9.149544
4.208515,2.2186146
9.119895,-2.0776057
-2.5182874,19.168072
-6.9854035,-1.179716
12.564301,-7.4314747
8.876903,22.53784
7.3573456,-9.685406
-9.504883,11.521333
10.95611,4.569762
2.6729581,23.716057
6.4554267,16.259369
6.8292236,-9.4643345
-9.792771,10.442975
4.104721,-9.892114
9.120512,-2.1327276
10.950388,4.627367
23.993454,6.0021205
23.909801,5.0638905
6.7634845,-9.618729
8.977188,-2.662211
7.269717,-10.152026
6.4946394,1.5302722
8.563147,22.601427
22.201797,16.353588
-1.5161986,-0.33676624
10.533374,-6.787708
11.825456,-7.387235
22.282661,16.431202
4.836137,-9.765458
11.039607,27.474844
1.0104494,17.782251
-0.8549599,0.026961522
-1.3792495,-0.22763303
2.230639,1.30824
-7.038563,-1.2343193
7.598044,-9.169176
2.7522411,1.2585756
6.469301,1.3080659
4.1800914,2.2049756
-1.3324298,-0.20434612
4.4309626,-9.850648
12.584021,-7.3703594
7.2699885,-10.170922
-9.065198,11.731376
8.307094,14.400243
5.3306503,2.533834
-4.6967273,-4.4408865
14.675067,21.28566
4.5760226,2.2116203
7.5701866,14.613901
-0.8645877,0.021732394
10.095433,27.389038
9.348999,-2.286449
9.110768,-2.1910844
-0.10730381,20.907763
-1.3702831,-0.22146821
-9.837086,11.37995
-11.8681555,12.12283
-4.6808405,-4.4253545
7.348047,-9.665543
10.631873,1.3808837
1.899415,3.4399362
10.632906,1.3929051
10.632816,1.393065
10.63272,1.3945457
6.590419,1.6132685
6.5478287,-7.2396317
8.304165,14.403863
6.128794,25.623953
5.693238,16.138863
-10.004065,9.456713
3.3273528,-13.783962
8.534883,22.378256
8.338412,-8.86511
11.468561,-9.120639
2.6530206,23.692924
18.378292,15.902518
4.721739,-9.700608
11.367507,-7.337858
4.9444013,-9.676442
9.828044,-6.999094
12.595718,-7.3800044
14.702341,23.6608
23.484135,5.311382
4.456744,-9.84208
9.036344,-7.782331
-0.11036544,20.903133
9.845385,-6.9917984
22.464535,6.72138
16.157745,-0.7808888
18.109482,14.9587345
9.818785,-2.7199404
10.905562,-7.949822
11.3571205,-6.631016
14.867865,-0.5708228
10.953914,18.290314
9.042089,-2.118906
11.848929,-7.375293
4.767067,-9.691096
15.157781,-0.717646
4.3116264,-9.851955
11.163849,-5.417897
10.769978,-7.6846433
-8.974591,11.814363
12.57315,-7.3776264
-4.690905,-4.436295
3.3344002,-13.776934
6.869786,-9.566279
1.245173,9.216562
7.111936,-9.77172
6.8045993,-9.540913
4.147756,2.2270322
9.54511,-1.7970744
10.510547,-4.8818655
8.698597,22.60232
6.451505,1.316816
3.371273,-13.74047
9.300362,-2.5486774
22.238958,1.1575079
10.157904,27.282936
10.438081,22.878864
10.312028,-4.910113
-2.5952816,19.097658
3.3278654,-13.78336
3.087321,-0.10719744
-2.7109222,19.001793
12.317309,-7.3542457
23.244055,0.92596906
11.468153,-5.6703925
-11.867774,12.122471
10.586871,5.223418
17.610985,5.5990868
9.540827,14.526293
6.5224156,-7.194421
11.343416,-5.554466
6.436356,16.198832
10.313173,-4.895501
7.351427,-9.677205
4.74296,-9.776676
8.169334,1.7517794
10.607381,5.1880226
22.551317,6.278595
6.682985,1.6951904
14.702333,23.660473
22.669436,0.4177205
3.4430184,-0.05521279
-0.630634,0.16849668
11.852037,-7.351982
9.868203,14.849382
24.018213,6.0534115
23.2243,0.38674328
-2.7080352,19.0035
24.073061,6.0938544
2.4004455,1.1015389
-0.10814617,20.906904
4.7074165,-9.727732
18.929153,10.591802
9.653271,-2.0775445
10.47127,17.715635
15.476105,-0.94702387
22.752981,0.34985113
6.705273,-7.59318
16.165857,-0.7583652
3.1638994,-0.23465107
9.80732,-7.011613
11.868949,-7.384687
2.2260885,1.639496
7.638136,21.557455
-0.111072496,20.902779
-6.975559,-1.1691262
3.0455291,-0.03862023
2.1919115,0.8450527
4.5302134,-9.823073
11.155946,-7.021703
9.3220825,-2.5749226
4.9659104,-9.732589
22.551394,6.324826
9.046192,-7.774545
10.608021,15.245831
11.839766,-7.3778334
18.044958,-7.127648
12.666329,15.683894
-7.387948,3.3236704
10.393586,22.862576
-8.673661,11.620009
5.5132575,15.859257
2.249325,1.6448984
22.829222,0.22264631
10.470269,17.718721
22.464792,6.7102876
14.580772,21.205198
9.571915,22.289516
-5.8224444,3.9527462
23.829706,5.7544727
1.9009796,3.4586573
23.253942,0.22908077
6.8515,1.3519336
17.62521,5.5885434
2.6554642,23.696047
23.22676,0.92973095
4.405735,-9.854033
9.018528,-7.802321
22.313929,6.915628
15.105838,26.956163
-6.809922,-0.99631506
11.224869,-8.621923
9.608391,-2.2407837
2.4910367,0.9728522
18.062057,-7.110949
0.31838095,4.1072803
23.263521,0.27028856
7.353784,-9.676721
23.366823,0.36517134
11.886468,-7.3918133
10.874294,-7.8929935
10.32017,22.76286
8.34862,22.16228
18.371204,14.638128
9.819708,22.148512
-5.813538,3.965292
23.341919,0.27390876
3.0963066,-0.159114
6.4270935,16.281494
9.572282,-1.8130091
17.607403,5.6066213
8.478049,22.503637
8.979272,22.50698
6.456139,16.27578
-8.757699,11.554031
9.7666855,-2.7897966
-7.3896713,3.32437
2.1998162,0.7930436
5.5145154,15.85643
11.453978,-6.5413427
10.335821,-4.9036717
9.311858,-2.54317
10.348399,-5.23804
-6.794476,-0.9781564
10.085036,22.552053
2.6634276,23.706514
9.738404,22.212763
-6.7964306,-0.9802158
10.633052,1.3967619
10.649759,1.3957046
22.334864,6.8866253
10.623122,1.4071354
5.639191,16.111805
4.514032,2.1789606
4.9368033,-9.686862
6.338174,-7.415013
6.8541393,-7.9053345
4.5238357,-9.818289
4.5253654,-9.820632
6.1380744,-8.425192
9.043162,-7.7829914
8.362048,-8.845332
10.52821,-4.869372
22.119993,1.304335
16.01245,-0.91859305
11.211094,-7.3434176
-3.9911423,15.505434
22.2174,16.36802
15.098438,26.964666
5.4149327,2.5358517
9.155295,-7.7317977
16.00102,-0.92134315
1.0099806,17.783543
-9.865746,11.081049
-2.6873147,10.893276
-6.8449683,-1.0320281
18.739851,14.896419
10.35418,22.798357
-4.7459326,4.578645
-1.2750688,-7.0648756
6.161152,-8.434763
11.223187,-5.4487915
3.2038863,0.30199596
9.05715,-2.0984757
9.060618,-7.7620373
-1.2868806,-7.051512
9.767941,-2.7952137
18.41482,14.3794775
6.1908298,25.566349
1.2365129,9.1823015
11.257942,-5.4721556
22.207695,16.35918
4.744586,-9.7041855
8.096435,-9.143759
7.3442955,-9.685152
10.63005,1.3937522
17.609829,5.6041923
10.853346,-7.6938267
-1.298022,-0.14658569
7.551353,14.608179
3.0654402,-0.09143987
4.5657253,2.0536053
22.35083,0.8315263
0.4555387,3.8394651
-2.7310278,10.830799
4.4736466,-9.84186
6.8727684,-9.606471
13.541869,-0.019336343
12.654245,15.680799
4.1756372,2.2057755
9.8138,-7.0077
4.4438157,2.0038614
14.844027,-0.78412026
5.7357717,1.3283416
24.062775,6.0818377
2.697671,1.2748809
2.7032652,0.40335914
8.734549,1.5896089
4.5418754,-9.831596
6.2602887,-8.54491
3.0661163,-0.2050437
7.2771015,-10.17771
8.063234,-9.058772
11.564199,10.088234
-2.71804,10.807863
2.428727,1.0691216
9.8823,14.818409
11.576337,10.133979
6.8507247,-9.495139
14.662666,21.276775
22.376873,0.8093042
10.600018,5.2022314
6.831341,-9.532402
23.62263,5.2494984
17.623571,5.5904384
9.142753,-2.0904248
8.388431,-8.821977
6.834011,-9.484289
-9.963341,10.221921
8.325856,14.403753
23.398706,0.2632502
9.483669,-1.7478448
6.8872743,-7.867504
8.493376,-8.728034
12.381622,-7.6573052
6.1942163,1.598508
-1.2766016,-0.13585036
11.42308,-5.627478
23.2982,0.35040542
18.427917,14.246188
4.172843,2.2018652
7.2183275,-10.086563
8.315749,14.399208
7.9195457,-9.202757
6.2972245,-8.550408
10.304599,-4.8554535
4.599535,2.2401023
0.72496104,6.6434574
9.695485,-2.3063796
6.894965,-9.551892
10.997711,4.567803
7.552155,14.606624
9.844709,-6.9969535
-0.8459206,0.033607733
2.643183,23.678246
3.1729925,0.32424995
-4.7321973,4.561144
2.2177482,1.3063729
24.05777,6.076753
4.6641107,-9.794908
7.5493007,14.614012
9.601497,22.244263
22.520138,6.285578
5.5041056,15.85325
10.805632,-7.652342
-6.8124037,-0.99965113
10.447528,27.123533
17.61295,5.6071897
12.657455,15.680955
5.9596634,16.17682
5.5302825,16.065685
-0.6823916,0.13156557
11.143286,-6.8835096
10.888438,10.074026
11.287126,-5.5665984
15.38889,-0.9030814
15.153937,26.90559
8.423722,22.431267
6.361288,15.721192
9.887212,14.82402
6.869882,-7.8497357
-4.652075,4.5195
16.133368,-0.79137605
22.206478,16.358128
11.577806,10.139037
9.164807,-7.7235126
2.2987487,1.6412295
11.327873,-8.935161
-1.076447,-0.047578834
6.3796067,15.582514
11.4705515,-5.680586
5.9245863,1.2865223
4.112303,-9.905723
-5.3725743,4.2411075
4.9011517,-9.7457285
-0.6564019,0.15576549
-6.984321,-1.1786886
9.783741,-7.031207
14.882514,-0.5709576
2.9993331,1.1309397
2.588602,0.5968483
7.5201693,21.44658
22.210281,16.36184
15.180033,26.878452
22.466816,5.092999
6.942359,-9.348731
6.86005,-9.49914
10.607584,1.4122815
2.2507737,0.70444316
0.6913508,6.590568
0.6533463,8.357402
1.9042832,3.454777
-2.7269425,10.813901
15.159576,26.899204
9.828215,22.183113
9.536843,-1.7866092
10.217621,-6.882707
12.582151,-7.379478
18.389807,15.883039
-10.02623,9.441836
-6.893394,-1.0846491
9.115871,22.461027
10.411003,27.104609
10.900661,-7.9308596
-4.7436285,4.5758104
3.3857076,-0.06211498
3.1440074,0.05268259
24.060242,6.081818
9.887812,14.8220825
4.859614,-9.689926
9.797762,-7.020686
4.424201,2.0816116
22.151928,1.4088155
3.386969,-13.724787
22.715929,0.36294708
18.679018,15.487472
-1.2741368,-7.065133
-9.383176,11.590339
15.149512,26.910082
-2.5419486,19.144518
-10.046474,9.38522
-10.02014,9.443209
2.7132318,8.276939
-0.09806961,20.921778
2.353186,1.1048013
6.451795,1.30344
15.203191,-0.69998455
6.3256397,1.5118676
10.390202,27.152983
9.866562,22.233118
2.415732,0.9686407
6.558014,-7.165567
17.621809,5.5957103
18.761602,14.883287
9.84457,-6.9959755
15.149275,26.910332
6.888597,-9.393491
9.714721,-2.74057
7.6560183,14.220106
-4.693733,4.57758
11.388392,-5.599847
-4.711233,-4.449922
10.712456,10.199764
10.951669,18.287264
10.103657,27.34109
10.943422,18.279932
10.952921,-6.7750854
15.045106,27.020071
10.525454,-4.9150753
8.952331,-2.691889
3.4106052,-13.702015
-9.787424,10.36976
-9.2836,11.679665
4.095261,-9.894502
-9.816616,11.365701
6.3230643,1.4876575
10.954907,-7.2702146
9.589967,-1.8916453
3.3585918,-13.753252
5.951625,1.3108412
3.1601698,0.34831658
11.41716,-6.5483313
22.471655,6.6198173
8.173449,-9.079497
4.6476064,2.1147618
10.990249,-6.778739
-9.967847,9.547453
-1.3566803,-0.21233897
2.1333258,1.4322175
5.791369,15.427467
2.2070067,0.7595061
2.651701,23.686148
10.224086,-5.4006805
11.894431,-7.3890567
9.888731,14.82153
1.017733,17.788643
-0.7637696,0.07288651
9.653365,-1.8313452
11.468727,-5.6749325
-0.68735695,0.12438602
10.431638,-5.15223
10.407378,-4.9624496
11.585939,10.141917
9.791817,22.153393
15.026519,27.038902
9.164333,-7.7201996
14.429509,21.064934
23.819744,5.0709705
-4.7203836,-4.4594207
1.0201035,17.790167
14.455562,21.053692
11.376486,-5.5865817
-0.67076385,0.13914582
9.151374,-7.748213
11.3285475,-6.8783593
18.657597,15.199083
5.4826174,15.551076
4.2424803,-9.854596
4.931511,2.349842
15.266455,-0.8306505
22.296478,16.444471
-10.034238,9.401302
22.561638,6.2724543
5.5101533,16.022783
10.260786,-5.133084
8.347992,22.203617
10.384658,27.17032
18.662691,15.351859
17.596142,5.626884
2.4365687,1.0265994
6.8424835,-8.75995
-6.8243737,-1.0109018
4.0548654,-9.906987
2.7495506,0.5088351
1.0127798,17.785961
10.95593,18.292133
3.1312685,-0.1259556
6.8044467,-9.598903
18.738728,14.88548
12.5852375,-7.3876576
6.7662673,-9.578091
22.387299,0.786618
4.6924057,2.1721652
-4.714697,-4.4523864
9.88932,14.810404
-4.7829638,4.573222
10.057259,22.474823
-4.720769,-4.4602776
7.2292633,1.4189454
10.447224,17.745707
8.474135,-8.751933
18.682554,15.418783
8.481577,-8.749822
8.347657,-8.857509
6.307356,-7.3607407
15.026789,27.038527
9.785557,-7.030125
6.918955,-7.906569
17.591084,5.6363325
8.48614,-8.744883
8.456995,-8.770187
4.160774,2.1684062
8.251502,14.387453
5.7984037,15.425158
10.12822,27.307758
10.957981,-6.684526
11.189485,-8.787405
10.383832,27.15927
7.2994137,-9.652891
12.594142,-7.388081
5.512552,15.860942
7.5482116,14.600332
-4.7260036,-4.460327
2.6296604,23.66262
10.466448,17.7249
14.978982,27.091503
2.5446072,0.9725108
-6.8098435,-0.9980268
4.099261,-9.895033
11.050802,-8.678783
10.9641,18.300964
18.681316,15.676217
7.544619,21.469687
14.930676,27.145458
9.667201,-1.8756679
-9.922469,10.185759
22.424747,0.7653304
10.339924,22.786572
18.120804,14.69755
18.384953,15.907213
11.049483,-8.691878
11.062381,27.59018
9.389637,-2.2877688
-0.6958559,0.10807974
13.547592,0.17087746
14.9439535,27.131823
0.37740502,6.332259
-4.7264285,-4.4570236
8.2466955,14.386879
5.6301527,16.140028
14.929017,27.147022
14.935204,27.140898
6.8348613,-8.682461
14.929294,27.14749
3.4102523,-13.701684
10.338147,-5.2560887
10.6181555,1.4204713
14.910048,27.166533
14.9164295,27.160082
14.935113,27.141315
-11.863997,12.119278
10.630004,1.4090883
-5.7855396,3.9850817
22.712067,0.36761823
23.30821,0.2739889
0.70793444,6.6446185
14.93211,27.144535
-9.930014,9.47124
6.1069326,25.643524
14.932013,27.14456
0.6680935,8.327292
1.9115329,3.461854
10.606069,1.4288262
3.0123737,0.15053125
1.858733,3.4197598
0.039010555,4.832472
-2.729366,10.820423
-4.200783,10.918222
-3.9237514,15.6966305
2.7128901,8.273596
7.7721014,6.8010836
5.547422,16.11486
10.475638,17.708881
7.5369754,14.593821
10.535808,1.4350448
14.931663,27.144897
6.394891,15.541936
10.973481,18.308302
14.931551,27.144941
14.917741,27.159248
14.496513,-0.3208419
9.07217,-2.6210833
22.382044,2.9594502
10.236362,-5.4139924
17.58524,5.642184
-4.7335935,-4.460009
11.14655,-6.804499
6.326462,15.781623
-1.2749952,-7.066507
2.6031504,23.633799
3.2139328,0.19206594
17.498827,24.385075
23.369326,0.39593524
8.223339,14.385366
22.283596,0.9923688
8.229745,14.390906
-4.7358546,-4.462484
0.721825,6.6476564
3.1156108,-0.14936015
8.387405,-8.818012
-11.88408,12.138448
2.614932,23.646433
5.619746,16.119501
2.6100497,23.6413
17.498821,24.385017
10.487498,17.686172
6.134972,25.617903
17.573053,5.6643405
10.907797,4.682259
10.520774,-4.897955
10.480158,17.687939
11.3555155,-7.3255186
10.149687,-5.555678
6.2338996,-8.532978
-9.335351,11.615794
9.794363,-7.0193667
-5.3350716,4.3200283
5.7211046,1.3357042
23.228342,3.8356454
9.087521,-2.065768
6.714781,2.1461446
4.483153,2.1071553
-9.3105135,11.635122
3.3301296,-13.781187
17.500143,24.383347
11.203978,-6.8419166
17.499544,24.383821
7.554782,21.480501
11.052569,-8.679565
23.653948,5.230536
10.246813,27.256289
10.893401,27.641712
22.350594,5.0816236
22.944368,0.20764951
7.535516,14.5854435
16.027248,-0.9147244
2.6114304,23.642197
15.045112,-0.81303996
17.499594,24.383703
3.0025113,0.19626197
14.96796,-0.5835655
9.835406,-6.999163
-6.8222165,-1.00951
10.413103,2.0906367
13.555771,0.16591959
10.163622,-5.4380765
18.428888,14.323666
4.107681,-9.929866
11.2126465,-5.4469123
9.515239,-1.7731831
7.245543,-10.142367
18.435253,14.2363205
11.297092,-8.888204
2.637165,0.539803
0.30659926,21.518318
7.2796426,-10.186305
-9.873207,11.132059
6.2540083,-7.4369626
15.331351,-0.6956868
7.504731,0.6018856
0.6827937,7.044769
8.457653,22.469666
-8.983382,11.838311
2.5142715,0.77974546
2.4033425,1.0056978
11.420034,-6.5711575
17.487448,24.39597
11.096677,27.582426
-2.7992117,10.822794
-9.796911,10.391022
23.63106,5.2472787
10.930411,27.643906
-10.047572,9.388427
7.094318,1.264882
23.89146,5.86148
6.12574,-8.361353
22.146582,1.4271483
11.209493,-5.444721
6.111646,25.639536
23.633972,5.229537
12.626183,15.671217
24.03829,6.056941
11.430748,-5.6287565
6.2345595,-7.4599733
6.3251414,-7.5473766
2.1693397,1.5776219
11.206585,-8.783456
17.562302,5.6799583
17.51558,24.363575
14.67178,21.283844
10.989553,18.32615
4.4463973,2.1685758
10.373296,27.157024
10.509368,-4.8950596
17.51786,24.3614
2.6042361,23.634193
-6.0373306,-0.103458405
2.2535014,1.6175174
-6.909342,-1.1018579
7.586294,21.509737
-8.997755,11.395687
12.578157,-7.3834944
9.793326,-1.8756193
6.8632936,-7.8415594
12.592802,15.64614
23.30692,0.2713561
4.170924,2.1848996
9.897603,14.785492
10.520374,-4.900405
7.532537,21.456337
6.172258,1.9367995
-4.7062726,4.5033927
9.559433,-1.8031157
7.2409644,-10.174676
-8.87764,11.816435
2.8194132,1.1893648
-0.08887294,20.93281
7.8782544,-9.187392
10.595287,5.209744
11.380321,-9.006915
8.371408,-8.832512
10.11862,22.549486
10.041307,22.448717
9.562232,-1.906409
12.608693,15.665296
-0.84700835,0.0377639
4.61638,-9.809608
5.559011,16.115206
-0.67129827,0.139274
1.0182794,17.7902
17.968136,14.608792
22.422995,6.7526064
-9.016614,11.766509
-1.8570596,25.190536
6.325201,1.4940387
10.935841,-6.729287
6.137186,-8.328581
10.371664,-5.2367373
11.041099,-8.6695595
-4.7348714,-4.4604754
17.53459,5.740099
22.234022,1.1181605
22.285683,16.434452
-1.2764152,-7.0636163
23.403246,0.28919032
9.608737,14.105686
22.521473,6.3006167
17.513592,5.7723403
5.509225,15.856171
3.03639,0.72505885
23.221498,3.8826387
0.7350516,22.311996
22.505407,6.3047137
8.115849,-9.123548
9.839504,-6.997825
8.434109,1.7478828
22.301104,5.046316
10.146738,-5.5076237
4.018353,-9.90921
2.2333798,0.81542176
6.2350807,-8.530984
22.256151,16.40484
-11.866477,12.122633
1.0154057,17.788206
5.635912,16.11878
